"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"4440","111","111","111","27.105","23.72","31.49","111","111","111","32.46","29.4","34.75","111","111","111","13.180000000000001","11.99","14.77"
"4480","112","112","112","27.48","24.45","30.17","112","112","112","34.3925","32.24","37.14","112","112","112","13.635000000000002","11.92","14.72"
"4484","38","38","38","44.8125","43.28","46.36","38","38","38","48.025","44.5","51.19","38","38","38","36.6325","34.66","39.22"
"4508","23","23","23","49.8075","49.64","49.99","23","23","23","49.455","48.24","51.36","23","23","23","47.1825","45.28","48.37"
"4520","113","113","113","25.6775","21.38","29.13","113","113","113","31.685000000000002","28.55","34.93","113","113","113","13.877500000000001","12.8","14.88"
"4560","114","114","114","25.415","23.99","26.82","114","114","114","33.4425","24.74","38.58","114","114","114","12.875","10.58","15.41"
"4600","115","115","115","23.2075","20.34","26.21","115","115","115","27.295","23.95","30.06","115","115","115","13.7175","12.1","14.32"
"4602","39","39","39","45.442499999999995","41.31","47.57","39","39","39","45.95250000000001","41.37","48.34","39","39","39","38.0325","37.25","39.08"
"4640","116","116","116","24.677500000000002","21.1","27.85","116","116","116","30.8225","28.3","34.21","116","116","116","15","13.83","17.25"
"4658","17","17","17","53.9075","52.97","55.28","17","17","17","54.4125","52.99","55.36","17","17","17","53.65","50.41","55.48"
"4680","117","117","117","23.5375","19.57","27.73","117","117","117","27.560000000000002","18.37","33.03","117","117","117","15.002500000000001","12.77","17.03"
"4692","12","12","12","54.022499999999994","52.39","55.82","","","","","","","","","","","",""
"4704","24","24","24","48.6","46.84","51.2","24","24","24","52.06","50.52","53.68","24","24","24","47.1725","45.74","49.61"
"4720","79","40","118","35.39375","21.84","48.29","79","40","118","39.03124999999999","25.95","50.08","79","40","118","26.963749999999997","12.91","44.1"
"4760","119","119","119","26.2725","21.19","30.32","119","119","119","32.962500000000006","29.52","35.95","119","119","119","13.9","12.06","15.13"
"4800","120","120","120","27.68","20.42","32.61","120","120","120","31.932499999999997","28","35.19","120","120","120","13.9375","11.1","16.34"
"4838","41","41","41","45.162499999999994","42.66","47.8","41","41","41","46.11","43.37","48.52","41","41","41","39.792500000000004","37.61","42.77"
"4840","121","121","121","27.064999999999998","20.69","33.18","121","121","121","28.345","14.11","37.24","121","121","121","12.0275","11.07","13.08"
"4880","122","122","122","29.227500000000003","26.17","31.04","122","122","122","31.005","27.66","32.95","122","122","122","13.707500000000001","13.05","14.43"
"4900","25","25","25","48.88","46.53","50.85","25","25","25","51.485","48.05","53.45","25","25","25","47.567499999999995","44.58","49"
"4920","123","123","123","24.29","21.71","27.14","123","123","123","30.294999999999998","21.98","36.57","123","123","123","14.57","13.02","16.34"
"4932","18","18","18","54.004999999999995","50.14","55.92","18","18","18","52.879999999999995","46.44","55.11","18","18","18","51.01","47.15","52.95"
"4956","42","42","42","45.685","43.27","47.99","42","42","42","44.29","42.84","46.19","42","42","42","38.165","33.48","41.22"
"4960","124","124","124","22.959999999999997","20.99","26.07","124","124","124","34.055","30.75","37.74","124","124","124","13.5975","10.88","15.64"
"5000","125","125","125","25.2175","22","28.07","125","125","125","32.86","31.55","36.55","125","125","125","13.93","10.94","16.26"
"5040","126","126","126","26.25","23.02","29.86","126","126","126","31.7425","25.54","39.41","126","126","126","13.0675","11.56","14.65"
"5074","43","43","43","45.0875","41.83","47.13","43","43","43","45.235","41.75","49.16","43","43","43","37.9675","35.11","41.08"
"5080","127","127","127","25.9325","22.22","28.89","127","127","127","30.1425","20.42","35.06","127","127","127","13.120000000000001","11.17","14.21"
"5083","13","13","13","53.6725","51.97","55.35","","","","","","","","","","","",""
"5096","26","26","26","50.3425","48.03","52.13","26","26","26","49.085","47.09","52.64","26","26","26","49.550000000000004","46.7","51.63"
"5120","128","128","128","26.9525","22.5","29.02","128","128","128","28.759999999999998","24.71","30.59","128","128","128","12.007499999999999","10.77","13.7"
"5160","129","129","129","24.835","18.62","30.92","129","129","129","26.792500000000004","24.1","29.9","129","129","129","13.7325","12.37","14.89"
"5192","44","44","44","44.644999999999996","41.4","47.69","44","44","44","47.67","45.68","49.74","44","44","44","38.7925","35.74","40.23"
"5200","130","130","130","26.87","23.53","34.97","130","130","130","29.605","24.35","33.37","130","130","130","14.39","11.55","16.43"
"5206","19","19","19","55.185","53.61","57.01","19","19","19","51.2","49.36","53.42","19","19","19","52.6","48.45","55.34"
"5240","131","131","131","28.854999999999997","24.24","35.31","131","131","131","29.8175","23.71","32.85","131","131","131","14.785","12.4","17.85"
"5280","132","132","132","24.8125","21.79","31.96","132","132","132","29.290000000000003","28.46","31","132","132","132","16.2","14.56","17.71"
"5292","27","27","27","52.96249999999999","50.08","55.29","27","27","27","50.795","47.69","54.45","27","27","27","49.685","48.29","50.89"
"5310","45","45","45","43.9125","41.82","47.65","45","45","45","46.45250000000001","44.35","48.92","45","45","45","38.4725","36.61","39.57"
"5320","133","133","133","25.6175","20.09","29.08","133","133","133","33.585","28.92","36.97","133","133","133","14.475000000000001","13.31","16.28"
"5360","134","134","134","24.9225","16.78","30.48","134","134","134","33.792500000000004","29.52","35.7","134","134","134","13.5575","12.65","14.48"
"5400","135","135","135","27.4975","24.5","32.41","135","135","135","32.375","26.79","37.83","135","135","135","13.28","10.61","15.76"
"5428","46","46","46","43.68","35.16","47.39","46","46","46","48.43749999999999","46.21","49.67","46","46","46","39.9875","36.65","42.01"
"5440","136","136","136","23.725","22.08","27.37","136","136","136","31.205","25.63","38.75","136","136","136","13.4425","12.17","15.55"
"5474","14","14","14","55.46","53.43","56.87","","","","","","","","","","","",""
"5480","78.5","20","137","38.645","19.5","54.99","78.5","20","137","38.03625","17.73","52.84","78.5","20","137","33.82875","13.6","54.89"
"5488","28","28","28","51.835","50.68","52.51","28","28","28","51.942499999999995","49.31","54.09","28","28","28","49.425","46.99","51.57"
"5520","138","138","138","23.6075","18.46","27.49","138","138","138","31.3575","30.36","33.24","138","138","138","12.71","11.62","14.38"
"5546","47","47","47","45.065000000000005","42.53","47.26","47","47","47","47.7875","45.24","50.25","47","47","47","37.3875","35.77","38.83"
"5560","139","139","139","26.7025","23.1","29.54","139","139","139","29.86","22.89","36.89","139","139","139","15.239999999999998","12.12","17.63"
"5600","140","140","140","23.447499999999998","16.77","30.34","140","140","140","27.7875","24.05","31.93","140","140","140","14.6875","11.34","17.69"
"5640","141","141","141","26.972500000000004","23.29","31.62","141","141","141","33.1325","30.45","39.02","141","141","141","14.1975","13.05","14.84"
"5664","48","48","48","46.592499999999994","45.94","48.41","48","48","48","46.7","44.01","48.4","48","48","48","40.285","37.08","42.18"
"5680","142","142","142","25.625","18.9","29.77","142","142","142","31.0925","26.06","34.81","142","142","142","14.89","10.41","16.44"
"5684","29","29","29","50.915","46.63","53.5","29","29","29","50.315","49.29","50.71","29","29","29","49.902499999999996","49.1","50.9"
"5720","143","143","143","25.9875","20.46","31.45","143","143","143","34.222500000000004","31.49","36.37","143","143","143","13.535","7.89","16.34"
"5754","21","21","21","53.6475","50.22","55.4","21","21","21","52.6475","50.68","54.98","21","21","21","55.482499999999995","54.64","57.13"
"5760","144","144","144","25.122500000000002","20.46","30.97","144","144","144","30.39","26.76","33.35","144","144","144","12.0675","10.96","14.39"
"5782","49","49","49","46.245","42.14","50.87","49","49","49","46.169999999999995","42.87","48.73","49","49","49","39.2","37.19","41.99"
"5800","145","145","145","26.5175","22.67","30.56","145","145","145","35.8225","33.82","38.19","145","145","145","12.32","11.36","14.01"
"5840","146","146","146","25.68","23.59","27.88","146","146","146","29.55","14.56","37.14","146","146","146","12.887500000000001","7.57","15.43"
"5865","15","15","15","55.1175","53.57","55.74","","","","","","","","","","","",""
"5880","88.5","30","147","39.5075","25.15","52.63","88.5","30","147","40.52375","25.48","51.55","88.5","30","147","31.531249999999996","12.88","51.28"
"5900","50","50","50","46.625","44.98","48.31","50","50","50","46.397499999999994","42.42","49.44","50","50","50","39.8325","38.77","40.87"
"5920","148","148","148","29.262500000000003","25.68","31.74","148","148","148","27.9875","19.91","33.95","148","148","148","14.290000000000001","12.93","15.58"
"5960","149","149","149","27.935","22.3","32.63","149","149","149","31.2875","29.96","34.47","149","149","149","13.57","13.22","14.41"
"6000","150","150","150","25.587500000000002","21.01","30.46","150","150","150","26.4775","23.88","30.85","150","150","150","11.5625","10.66","12.02"
"6018","51","51","51","44.724999999999994","43.65","46.1","51","51","51","48.14750000000001","46.6","49.36","51","51","51","39.845000000000006","35.93","44.03"
"6028","22","22","22","53.25999999999999","52.16","54.8","22","22","22","52.72","50.39","54.54","22","22","22","54.7575","53.02","56.62"
"6040","151","151","151","23.750000000000004","18.76","31.39","151","151","151","31.6425","27.96","38.11","151","151","151","13.1975","11.28","15.45"
"6076","31","31","31","50.2825","47.95","52.95","31","31","31","51.0225","48.55","53.75","31","31","31","49.44250000000001","48.2","50.48"
"6080","152","152","152","21.99","20.96","23.3","152","152","152","29.967499999999998","22.74","34.86","152","152","152","12.1725","10.61","13.95"
"6120","153","153","153","24.5275","22.2","29.33","153","153","153","31.0575","25.46","33.92","153","153","153","12.7025","10.94","15.05"
"6136","52","52","52","45.9625","45.45","46.79","52","52","52","43.5925","38.58","49.75","52","52","52","40.575","36.46","43.16"
"6160","154","154","154","29.11","26.04","32.27","154","154","154","35.0975","29.86","40.18","154","154","154","13.1525","11.65","14.97"
"6200","155","155","155","24.81","20.9","28.11","155","155","155","31.9275","25.26","37.8","155","155","155","12.757499999999999","9.54","15.21"
"6240","156","156","156","26.445","23.65","30.78","156","156","156","29.189999999999998","22.44","36","156","156","156","14.212499999999999","11.86","16.2"
"6254","53","53","53","44.56","39.83","47.35","53","53","53","47.2675","45.72","49.59","53","53","53","41.43","39.6","42.98"
"6256","16","16","16","56.532500000000006","54.84","57.24","","","","","","","","","","","",""
"6272","32","32","32","52.3375","49.01","54.74","32","32","32","52.785","50.8","53.7","32","32","32","50.645","49.2","51.77"
"6280","157","157","157","25.475","23.76","28.44","157","157","157","28.497500000000002","23.19","34.7","157","157","157","13.0875","10.84","14.35"
"6302","23","23","23","53.292500000000004","50.94","54.36","23","23","23","56.057500000000005","53.95","58.72","23","23","23","55.16","53.89","56.57"
"6320","158","158","158","26.9725","19.84","30.24","158","158","158","31.7875","24.56","35.44","158","158","158","13.8725","13.6","14.24"
"6360","159","159","159","26.015","14.39","33.82","159","159","159","31.595","28.14","33.55","159","159","159","15.0775","14.29","15.64"
"6372","54","54","54","47.04","45.23","48.99","54","54","54","49.37","48.63","50.07","54","54","54","40.4275","37.9","43.69"
"6400","160","160","160","25.650000000000002","19.7","35.36","160","160","160","30.2575","27.3","34.2","160","160","160","14.3975","11.51","16.67"
"6440","161","161","161","24.75","17.86","29.99","161","161","161","26.82","23.7","30.65","161","161","161","15.192499999999999","14.19","16.94"
"6468","33","33","33","51.265","48.5","53.57","33","33","33","52.925","51.83","54.7","33","33","33","50.25","49.06","51.86"
"6480","162","162","162","27.2825","24.22","30.92","162","162","162","28.955000000000002","23.84","34.72","162","162","162","14.357500000000002","12.65","15.63"
"6490","55","55","55","47.230000000000004","45.68","48.25","55","55","55","47.6875","45.49","49.9","55","55","55","40.8875","40.27","41.9"
"6520","163","163","163","25.139999999999997","20.8","30.99","163","163","163","33.587500000000006","28.04","39.08","163","163","163","13.9075","11.35","15.53"
"6560","164","164","164","24.997500000000002","21.39","29.01","164","164","164","35.582499999999996","33.59","40.86","164","164","164","12.975000000000001","10.06","15.1"
"6576","24","24","24","54.057500000000005","48.95","56.32","24","24","24","54.5775","52.09","56.96","24","24","24","53.34","47.74","57.91"
"6600","165","165","165","26.275000000000002","20.58","34.1","165","165","165","35.5525","32.06","40.63","165","165","165","12.655","10.24","14.17"
"6608","56","56","56","46.169999999999995","42.39","49.94","56","56","56","46.1125","43.17","49.86","56","56","56","41.0025","39.89","43.24"
"6640","166","166","166","28.6925","22.06","36.72","166","166","166","30.095000000000002","22.54","33.56","166","166","166","14.1875","11.08","16.98"
"6647","17","17","17","54.9775","52.51","56.69","","","","","","","","","","","",""
"6664","34","34","34","51.42","49.75","52.42","34","34","34","51.23","50.63","52.34","34","34","34","51.777499999999996","50.71","52.85"
"6680","167","167","167","28.7975","23.75","35.6","167","167","167","31.465","26.15","39.23","167","167","167","15.302500000000002","13.8","16.94"
"6720","168","168","168","30.167500000000004","26.37","35.07","168","168","168","32.582499999999996","30.91","34.4","168","168","168","14.945","11.53","17.1"
"6726","57","57","57","44.8825","39.11","48.33","57","57","57","48.3425","44.8","50.7","57","57","57","36.8125","35.66","38.42"
"6760","169","169","169","30.2975","24.71","33.65","169","169","169","34.8675","33.63","36.18","169","169","169","13.997499999999999","13.14","15.76"
"6800","170","170","170","28.47","25.99","31.57","170","170","170","30.095","20.92","34.39","170","170","170","15.12","13.02","16.48"
"6840","171","171","171","25.267500000000002","16.78","31.12","171","171","171","33.27","29.4","38.5","171","171","171","14.705","12.92","15.54"
"6844","58","58","58","47.185","45.37","50.15","58","58","58","49.4425","46.99","53.09","58","58","58","40.815","39.44","42.32"
"6850","25","25","25","54.99","53.86","57.35","25","25","25","53.3225","48.83","55.53","25","25","25","52.305","48.76","55.54"
"6860","35","35","35","52.705000000000005","50.49","55.15","35","35","35","53.162499999999994","52.07","54.58","35","35","35","50.7225","49.66","51.22"
"6880","172","172","172","25.505000000000003","21.82","30.91","172","172","172","32.675","30.45","33.71","172","172","172","13.5775","11.47","15.46"
"6920","173","173","173","22.34","18","29.89","173","173","173","27.610000000000003","22.87","32.64","173","173","173","14.592500000000001","12.59","16.03"
"6960","174","174","174","24.475","21.11","26.04","174","174","174","31.255","25.77","36.25","174","174","174","15.045000000000002","11.62","17.69"
"6962","59","59","59","46.025","45.13","46.53","59","59","59","47.735","45.64","52.19","59","59","59","38.6075","35.25","40.69"
"7000","175","175","175","27.435000000000002","24.42","30.2","175","175","175","31.317500000000003","28.32","33.85","175","175","175","13.815000000000001","12.66","15.11"
"7038","18","18","18","57.1075","55.71","58.81","","","","","","","","","","","",""
"7040","176","176","176","29.862499999999997","27.77","33.13","176","176","176","34.4075","32.52","36.89","176","176","176","13.895","12.5","14.65"
"7056","36","36","36","50.62500000000001","48.71","52.52","36","36","36","51.4025","46.89","54.51","36","36","36","48.760000000000005","45.21","52.74"
"7080","118.5","60","177","36.396249999999995","21.21","49.12","118.5","60","177","41.502500000000005","30.54","49.51","118.5","60","177","27.888749999999998","12.59","42.92"
"7120","178","178","178","23.587500000000002","20.8","25.34","178","178","178","32.695","28.06","40.54","178","178","178","13.91","12.33","15.67"
"7124","26","26","26","54.7775","51.22","56.62","26","26","26","54.05","52.7","55.85","26","26","26","55.5825","54.02","57.1"
"7160","179","179","179","28.235000000000003","23.51","31.78","179","179","179","32.805","28.83","37.56","179","179","179","14.7075","12.48","16.12"
"7198","61","61","61","43.5975","39.92","47.04","61","61","61","48.9025","45.74","52.04","61","61","61","37.8825","36.2","39.62"
"7200","180","180","180","26.1825","23.02","30.82","180","180","180","33.5","29.3","38.56","180","180","180","15.1675","13.4","17.4"
"7240","181","181","181","28.4025","21.47","34.06","181","181","181","34.51","26.53","39.42","181","181","181","14.024999999999999","13.23","14.86"
"7252","37","37","37","50.49499999999999","49.08","52.12","37","37","37","53.1875","51.08","55.92","37","37","37","49.495","48.47","50.07"
"7280","182","182","182","25.785","20.52","30.17","182","182","182","34.387499999999996","31.38","37.06","182","182","182","14.6675","13.87","15.21"
"7316","62","62","62","44.20249999999999","41.48","46.48","62","62","62","48.8475","47.72","50.58","62","62","62","37.6325","33.85","40.08"
"7320","183","183","183","24.672499999999996","20.74","31.1","183","183","183","35.6325","33.72","37.71","183","183","183","15.1775","13.14","18.12"
"7360","184","184","184","25.6075","23.28","28.53","184","184","184","32.5025","27.92","35.89","184","184","184","14.349999999999998","13.05","15.29"
"7398","27","27","27","55.3925","54.79","56.11","27","27","27","54.644999999999996","52.82","56.48","27","27","27","56.605000000000004","54.47","58.42"
"7400","185","185","185","26.97","22.44","31.77","185","185","185","27.16","11.21","36.55","185","185","185","14.9825","12.79","17.25"
"7429","19","19","19","56.815000000000005","55.31","58.09","","","","","","","","","","","",""
"7434","63","63","63","47.5175","46.15","50.51","63","63","63","50.265","47.93","51.62","63","63","63","38.7575","35.68","40.42"
"7440","186","186","186","27.46","25.25","28.92","186","186","186","27.5925","24.54","30.48","186","186","186","13.535","12.32","14.32"
"7448","38","38","38","52.785000000000004","51.42","55.12","38","38","38","53.5475","52.29","54.96","38","38","38","50.2025","46.14","51.92"
"7480","187","187","187","24.925","17.7","29.62","187","187","187","31.215","21.75","35.92","187","187","187","14.684999999999999","12.07","16.9"
"7520","188","188","188","26.8225","20.08","32.83","188","188","188","30.567500000000003","23.57","36.28","188","188","188","15.71","13.19","16.98"
