"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"47800","1195","1195","1195","34.035","22.61","39.31","1195","1195","1195","43.2975","41.51","45.36","1195","1195","1195","19.8775","15.68","22.53"
"47824","244","244","244","61.305","59.93","62.25","244","244","244","63.735","62.27","64.79","244","244","244","60.7925","59.28","62.39"
"47840","1196","1196","1196","36.7175","32.83","38.58","1196","1196","1196","42.42","41.6","43.08","1196","1196","1196","22.0925","20.91","23.7"
"47880","1197","1197","1197","38.28","34.88","40.85","1197","1197","1197","42.084999999999994","38.46","45.33","1197","1197","1197","21.1125","19.74","22.17"
"47908","406","406","406","59.97","54.6","63.46","406","406","406","54.515","32.95","64.81","406","406","406","55.415000000000006","46.31","58.92"
"47920","1198","1198","1198","38.3475","35.71","41.45","1198","1198","1198","41.39","36.08","45.22","1198","1198","1198","21.325000000000003","19.47","22.76"
"47950","175","175","175","65.14750000000001","63.81","65.92","175","175","175","66.5","65.28","67.78","175","175","175","66.39500000000001","64.45","68.34"
"47960","1199","1199","1199","36.5225","31.93","40.89","1199","1199","1199","41.9625","39.64","44.1","1199","1199","1199","20.805","19.16","22.34"
"48000","1200","1200","1200","36.592499999999994","33.07","40.66","1200","1200","1200","44.2725","42.45","47.22","1200","1200","1200","21.96","20.47","23.3"
"48020","245","245","245","62.2675","60.53","63.43","245","245","245","63.317499999999995","60.14","64.79","245","245","245","61.915","61.04","62.82"
"48026","407","407","407","59.4125","55.75","62.21","407","407","407","56.8325","41.02","64.67","407","407","407","56.375","48.97","59.35"
"48040","1201","1201","1201","35.925","28.07","39.74","1201","1201","1201","44.8875","44.15","45.62","1201","1201","1201","21.967499999999998","18.88","23.47"
"48080","1202","1202","1202","37.35","33.47","39.93","1202","1202","1202","43.504999999999995","36.83","46.44","1202","1202","1202","22.2825","21.36","23.46"
"48093","123","123","123","67.4875","66.69","68.14","","","","","","","","","","","",""
"48120","1203","1203","1203","37.6275","36.8","38.53","1203","1203","1203","44.9925","43.42","46.72","1203","1203","1203","21.784999999999997","18.79","23.9"
"48144","408","408","408","59.472500000000004","56.4","62.57","408","408","408","59.31999999999999","50.07","64.19","408","408","408","56.5225","49.31","59.59"
"48160","1204","1204","1204","37.085","33.99","40.8","1204","1204","1204","40.575","32.27","45.78","1204","1204","1204","20.985","19.26","23.07"
"48200","1205","1205","1205","37.19","36.44","38.29","1205","1205","1205","44.095","41.29","45.96","1205","1205","1205","21.2375","19.92","22.06"
"48216","246","246","246","62.4275","60.63","63.74","246","246","246","64.325","63.43","64.89","246","246","246","60.822500000000005","58.99","61.6"
"48224","176","176","176","65.2825","64.86","65.63","176","176","176","66.54249999999999","65.57","67.37","176","176","176","66.5675","65.99","67.1"
"48240","1206","1206","1206","37.56","35.11","39.14","1206","1206","1206","43.9825","40.04","45.68","1206","1206","1206","21.880000000000003","20.04","23.67"
"48262","409","409","409","60.74250000000001","58.61","62.5","409","409","409","61.2125","53.98","64.97","409","409","409","56.7125","50.32","59.41"
"48280","1207","1207","1207","37.15","35.71","38.27","1207","1207","1207","45.3875","44.21","47.53","1207","1207","1207","21.767500000000002","19.4","23.94"
"48320","1208","1208","1208","38.7425","37.24","40.53","1208","1208","1208","45.62","44.28","46.91","1208","1208","1208","21.262500000000003","19.64","23.62"
"48360","1209","1209","1209","36.845","34.23","40.97","1209","1209","1209","45.5025","44.8","46.05","1209","1209","1209","21.145","19.13","23.49"
"48380","410","410","410","59.825","56.36","61.96","410","410","410","62.26","57.26","64.92","410","410","410","56.352500000000006","49.38","59.17"
"48400","1210","1210","1210","38.28","36.65","40.58","1210","1210","1210","41.4625","29.28","46.5","1210","1210","1210","21.7575","20.01","23.83"
"48412","247","247","247","61.647499999999994","59.38","63.67","247","247","247","63.7275","62.99","65.24","247","247","247","60.887499999999996","59.28","62.14"
"48440","1211","1211","1211","38.459999999999994","37.66","39.22","1211","1211","1211","43.852500000000006","41.36","45.29","1211","1211","1211","21.9725","20.67","23.42"
"48480","1212","1212","1212","38.32","36.08","40.14","1212","1212","1212","44.65","43.84","45.1","1212","1212","1212","20.89","18.44","23.36"
"48484","124","124","124","68.5875","67.55","69.62","","","","","","","","","","","",""
"48498","294","177","411","59.825","46.74","65.76","294","177","411","65.0975","57.99","67.94","294","177","411","61.669999999999995","50.43","67.27"
"48520","1213","1213","1213","38.1575","35.77","40.1","1213","1213","1213","45.5","44.34","46.97","1213","1213","1213","20.7575","18.48","21.72"
"48560","1214","1214","1214","36.2625","31.78","38.82","1214","1214","1214","46.239999999999995","45.64","46.89","1214","1214","1214","21.300000000000004","19.04","23.28"
"48600","1215","1215","1215","36.49","34.46","38.25","1215","1215","1215","45.425000000000004","43.3","47.14","1215","1215","1215","22.299999999999997","20.24","23.15"
"48608","248","248","248","62.5625","61.43","63.38","248","248","248","64.7175","61.51","66.4","248","248","248","61.75750000000001","60.89","62.89"
"48616","412","412","412","49.8625","28.41","62.61","412","412","412","62.7275","57.81","65.74","412","412","412","57.540000000000006","52.5","59.84"
"48640","1216","1216","1216","37.755","35.27","40.2","1216","1216","1216","44.6475","42.67","46.41","1216","1216","1216","21.9125","20.9","23.68"
"48680","1217","1217","1217","38.035000000000004","32.71","41.06","1217","1217","1217","41.625","33.81","46.54","1217","1217","1217","20.970000000000002","19.44","23.37"
"48720","1218","1218","1218","37.832499999999996","33.49","40.33","1218","1218","1218","43.19","41.14","46.28","1218","1218","1218","22.165000000000003","21.17","23.48"
"48734","413","413","413","51.872499999999995","38.55","61.92","413","413","413","63.4275","59.49","65.37","413","413","413","57.6275","52.72","59.81"
"48760","1219","1219","1219","39.25","36.99","40.86","1219","1219","1219","45.225","44.46","46.31","1219","1219","1219","22.755000000000003","20.51","24.65"
"48772","178","178","178","65.42999999999999","64.47","66.17","178","178","178","66.69","66.17","67.12","178","178","178","65.765","64.83","67.01"
"48800","1220","1220","1220","38.41","34.37","41.96","1220","1220","1220","46.115","45.02","47.24","1220","1220","1220","22.095000000000002","19.92","23.33"
"48804","249","249","249","63.057500000000005","62.76","63.41","249","249","249","64.205","63.48","65.48","249","249","249","61.085","60.27","61.87"
"48840","1221","1221","1221","37.802499999999995","35.87","40.04","1221","1221","1221","45.395","44.63","46.14","1221","1221","1221","22.6375","20.78","24"
"48852","414","414","414","53.845","45.59","63.09","414","414","414","63.4125","59.84","65.35","414","414","414","57.815","53.16","60.2"
"48875","125","125","125","68.6625","68.17","69.09","","","","","","","","","","","",""
"48880","1222","1222","1222","36.730000000000004","34.68","39.31","1222","1222","1222","45.3125","42.56","47.33","1222","1222","1222","22.3475","21.09","23.21"
"48920","1223","1223","1223","36.67","32.23","39.17","1223","1223","1223","46.427499999999995","44.98","48.11","1223","1223","1223","23.24","22.63","24.07"
"48960","1224","1224","1224","36.667500000000004","31.79","39.59","1224","1224","1224","42.972500000000004","35.24","47.79","1224","1224","1224","21.767500000000002","20.17","22.64"
"48970","415","415","415","56.837500000000006","50.47","62.52","415","415","415","63.477500000000006","59.74","65.41","415","415","415","57.042500000000004","53.94","60.17"
"49000","737.5","250","1225","50.97125","35.74","64.35","737.5","250","1225","54.05375","38.99","65.64","737.5","250","1225","40.943749999999994","20.26","62"
"49040","1226","1226","1226","38.71","36.44","41.45","1226","1226","1226","42.8075","39.58","46.07","1226","1226","1226","21.965","19.58","23.22"
"49046","179","179","179","64.57499999999999","63.08","65.99","179","179","179","67.20750000000001","65.84","68.61","179","179","179","66.5875","65.56","68.42"
"49080","1227","1227","1227","37.964999999999996","36.16","39.65","1227","1227","1227","42.224999999999994","33.66","47.33","1227","1227","1227","21.025","20.44","21.86"
"49088","416","416","416","56.6825","50.91","62.47","416","416","416","63.955000000000005","60.41","66","416","416","416","54.02","41.99","59.59"
"49120","1228","1228","1228","38.58","37.04","41.11","1228","1228","1228","44.5475","43.18","46.14","1228","1228","1228","21.5475","20.66","22.11"
"49160","1229","1229","1229","38.45249999999999","36.55","39.74","1229","1229","1229","43.7975","41.91","46.18","1229","1229","1229","21.055","19.16","22.43"
"49196","251","251","251","62.7475","61.6","63.38","251","251","251","64.5375","63.72","66.47","251","251","251","61.7575","60.14","63.5"
"49200","1230","1230","1230","38.39","36.98","40.54","1230","1230","1230","44.19","41.54","46.3","1230","1230","1230","21.9125","19.95","23.21"
"49206","417","417","417","58.392500000000005","53.77","63.25","417","417","417","64.07","61.13","65.15","417","417","417","47.67","17.79","59.74"
"49240","1231","1231","1231","38.84","37.58","40.69","1231","1231","1231","42.3875","38.68","44.59","1231","1231","1231","21.98","18.76","23.59"
"49266","126","126","126","69.685","69.1","70.24","","","","","","","","","","","",""
"49280","1232","1232","1232","39.5775","38.49","40.74","1232","1232","1232","43.425","40.58","46.54","1232","1232","1232","22.09","21.37","23.52"
"49320","706.5","180","1233","52.76375","37.88","66.78","706.5","180","1233","55.133750000000006","40.1","67.93","706.5","180","1233","44.6775","20.99","67.14"
"49324","418","418","418","59.0925","54.19","63.74","418","418","418","64.9325","63.48","66.04","418","418","418","52.6925","35.44","59.52"
"49360","1234","1234","1234","36.8475","33.3","41.76","1234","1234","1234","42.8025","34.81","47.48","1234","1234","1234","19.9","14.05","23"
"49392","252","252","252","62.987500000000004","61.45","64.13","252","252","252","64.9","63.69","66.81","252","252","252","62.1825","60.31","63.49"
"49400","1235","1235","1235","38.864999999999995","36.41","42.27","1235","1235","1235","40.2225","34.64","46.68","1235","1235","1235","21.13","18.4","22.58"
"49440","1236","1236","1236","38.98","37.01","40.73","1236","1236","1236","45.165000000000006","42.92","48.42","1236","1236","1236","21.46","19.64","22.16"
"49442","419","419","419","60.31","57.38","63.71","419","419","419","64.7775","63.67","65.77","419","419","419","54.8225","43.53","60.03"
"49480","1237","1237","1237","37.845","31.22","40.93","1237","1237","1237","45.682500000000005","43.27","48.46","1237","1237","1237","21.582500000000003","20.95","22.28"
"49520","1238","1238","1238","38.145","33.9","39.98","1238","1238","1238","45.442499999999995","44.07","46.37","1238","1238","1238","21.182499999999997","20.54","22.07"
"49560","829.5","420","1239","49.43875","35.17","63.98","829.5","420","1239","55.45375","44.3","66.05","829.5","420","1239","38.777499999999996","20.34","59.37"
"49588","253","253","253","63.427499999999995","62.32","64.55","253","253","253","65.11999999999999","64.14","66.53","253","253","253","61.385","60.47","62.04"
"49594","181","181","181","65.85","64.22","66.92","181","181","181","68.0675","67.01","69.25","181","181","181","67.2175","66.78","67.75"
"49600","1240","1240","1240","38.809999999999995","34.26","42.24","1240","1240","1240","42.962500000000006","38.43","46.29","1240","1240","1240","22.4","20.87","23.04"
"49640","1241","1241","1241","39.040000000000006","36.36","41.84","1241","1241","1241","45.24","43.37","46.92","1241","1241","1241","21.7175","20.92","22.49"
"49657","127","127","127","68.5375","67.92","68.93","","","","","","","","","","","",""
"49678","421","421","421","61.135","58.19","64.02","421","421","421","64.9325","62.6","66.59","421","421","421","55.027499999999996","45.51","59.29"
"49680","1242","1242","1242","37.7175","35.77","40.37","1242","1242","1242","46.0725","44.5","48.37","1242","1242","1242","20.56","18.78","22.4"
"49720","1243","1243","1243","38.655","36","41.84","1243","1243","1243","45.442499999999995","43.98","48.25","1243","1243","1243","20.9275","20.05","22.13"
"49760","1244","1244","1244","38.699999999999996","35.65","41.48","1244","1244","1244","44.7275","43.1","46.71","1244","1244","1244","22.1375","21.17","22.95"
"49784","254","254","254","63.2175","61.2","65.27","254","254","254","65.3775","63.99","66.09","254","254","254","62.4025","60.84","64.59"
"49796","422","422","422","60.9125","58.21","63.8","422","422","422","64.4725","63.6","64.86","422","422","422","52.935","45.96","58.56"
"49800","1245","1245","1245","39.215","36.66","40.82","1245","1245","1245","43.5925","40.59","45.44","1245","1245","1245","21.89","20.32","23.47"
"49840","1246","1246","1246","38.3475","36.58","40.23","1246","1246","1246","43.0875","39.47","45.73","1246","1246","1246","22.452499999999997","20.94","23.41"
"49868","182","182","182","65.1275","64.11","66.28","182","182","182","68.15","66.79","69.03","182","182","182","66.895","66.59","67.53"
"49880","1247","1247","1247","37.572500000000005","35.02","40.4","1247","1247","1247","43.9375","42.5","45.73","1247","1247","1247","22.24","20.73","23.63"
"49914","423","423","423","61.4","58.51","63.05","423","423","423","63.1725","60.76","65.4","423","423","423","46.59","21.59","58.87"
"49920","1248","1248","1248","37.6725","32.04","41.95","1248","1248","1248","45.175000000000004","41.8","47.37","1248","1248","1248","22.400000000000002","21.72","23.93"
"49960","1249","1249","1249","37.7475","33.8","41.22","1249","1249","1249","42.925","36.13","46.33","1249","1249","1249","21.9525","20.39","24.04"
"49980","255","255","255","62.065","60.9","62.68","255","255","255","66.2875","65.51","67.28","255","255","255","61.935","60.17","63.51"
"50000","1250","1250","1250","37.324999999999996","33.51","41.07","1250","1250","1250","45.4775","43.46","46.42","1250","1250","1250","21.95","21.42","22.78"
"50032","424","424","424","61.4575","59.99","63.34","424","424","424","58.91","52.13","65.63","424","424","424","49.4625","32.21","58.75"
"50040","1251","1251","1251","37.905","36.78","39.92","1251","1251","1251","44.6275","43.62","46","1251","1251","1251","21.8425","20.82","22.79"
"50048","128","128","128","68.4075","68.27","68.6","","","","","","","","","","","",""
"50080","1252","1252","1252","36.9375","30.97","40.45","1252","1252","1252","44.4925","43.68","45.33","1252","1252","1252","22.0475","19.91","23.05"
"50120","1253","1253","1253","36.0625","33.11","38.34","1253","1253","1253","44.875","42.01","46.52","1253","1253","1253","21.2725","20.2","22.36"
"50142","183","183","183","66.18249999999999","65.61","66.72","183","183","183","67.57","65.5","68.46","183","183","183","67.30749999999999","66.94","67.77"
"50150","425","425","425","60.6025","57.88","63.28","425","425","425","56.6875","46.21","65.79","425","425","425","52.2375","42.06","59"
"50160","1254","1254","1254","39.1575","37.49","40.67","1254","1254","1254","43.455","36.86","46.63","1254","1254","1254","21.410000000000004","19.81","23.2"
"50176","256","256","256","62.405","61.06","63.36","256","256","256","66.11500000000001","64.68","67.3","256","256","256","63.5","61.86","64.48"
"50200","1255","1255","1255","38.45","36.18","40.51","1255","1255","1255","42.68","40.44","44.84","1255","1255","1255","21.752499999999998","20.11","23.4"
"50240","1256","1256","1256","37.269999999999996","32.11","39.64","1256","1256","1256","43.684999999999995","40.24","45.73","1256","1256","1256","22.695","22.08","23.79"
"50268","426","426","426","58.41499999999999","47.64","63.71","426","426","426","56.74499999999999","48.11","65.46","426","426","426","51.805","41","59.19"
"50280","1257","1257","1257","39.2","37.27","40.67","1257","1257","1257","43.77","35.86","47.93","1257","1257","1257","22.002499999999998","20.59","23.38"
"50320","1258","1258","1258","38.9","36.34","40.18","1258","1258","1258","45.074999999999996","42.31","47.91","1258","1258","1258","21.4075","20.01","23.46"
"50360","1259","1259","1259","38.36","35.43","39.91","1259","1259","1259","45.615","43.95","48.54","1259","1259","1259","22.580000000000002","20.98","24.7"
"50372","257","257","257","61.41250000000001","58.82","63.05","257","257","257","66.5625","65.74","67.79","257","257","257","63.6375","62.55","64.9"
"50386","427","427","427","57.865","43.9","64","427","427","427","57.419999999999995","48.53","64.85","427","427","427","49.667500000000004","39.56","59.54"
"50400","1260","1260","1260","37.245000000000005","35.68","38.64","1260","1260","1260","46.75","44.78","48.57","1260","1260","1260","22.325","21.61","23.25"
"50416","184","184","184","66.465","65.65","67.34","184","184","184","67.88749999999999","67.12","68.59","184","184","184","67.88499999999999","66.32","68.9"
"50439","129","129","129","68.8625","68.44","69.27","","","","","","","","","","","",""
"50440","1261","1261","1261","38.6625","37.7","39.55","1261","1261","1261","46","42.95","47.8","1261","1261","1261","22.41","22.07","23.01"
"50480","1262","1262","1262","37.54","33.99","40.87","1262","1262","1262","46.0775","43.28","48.82","1262","1262","1262","21.745","19.87","22.51"
"50504","428","428","428","57.82000000000001","43.74","63.53","428","428","428","58.9975","49.82","65.51","428","428","428","45.81","22.02","59.49"
"50520","1263","1263","1263","38.445","36.41","39.88","1263","1263","1263","43.410000000000004","36.16","47","1263","1263","1263","22.192499999999995","20.61","23.06"
"50560","1264","1264","1264","39.2425","34.77","41.42","1264","1264","1264","44.83749999999999","42.73","46.33","1264","1264","1264","22.285","19.62","23.54"
"50568","258","258","258","61.025000000000006","56.77","62.7","258","258","258","66.2075","65.3","66.98","258","258","258","63.775","62.19","65.04"
"50600","1265","1265","1265","39.0875","35.85","40.55","1265","1265","1265","44.5775","41.9","47.32","1265","1265","1265","21.61","19.08","23.93"
"50622","429","429","429","58.2975","46.9","63.2","429","429","429","60.69499999999999","54.47","65.32","429","429","429","51.2175","40.3","59.3"
"50640","1266","1266","1266","38.005","35.85","39.28","1266","1266","1266","43.9125","42.26","45.77","1266","1266","1266","22.0575","20.83","23.46"
"50680","1267","1267","1267","39.2425","36.97","41.45","1267","1267","1267","41.1375","34.77","45.71","1267","1267","1267","21.0275","19.64","22.18"
"50690","185","185","185","66.50500000000001","65.19","67.86","185","185","185","67.0975","65.91","67.76","185","185","185","67.815","66.96","68.65"
"50720","1268","1268","1268","38.089999999999996","35.99","42.55","1268","1268","1268","43.7825","39.36","47.74","1268","1268","1268","21.805","20.77","23.04"
"50740","430","430","430","59.3325","52.22","62.43","430","430","430","61.43","55.48","65.82","430","430","430","52.515","44.46","59.74"
"50760","1269","1269","1269","39.239999999999995","36.26","41.07","1269","1269","1269","45.9825","44.37","47.7","1269","1269","1269","22.35","21.18","23.42"
"50764","259","259","259","61.1075","60.17","62.65","259","259","259","66.46","65.84","67.32","259","259","259","64.2125","62.04","65.49"
"50800","1270","1270","1270","39","36.54","41.32","1270","1270","1270","44.949999999999996","44.12","47.12","1270","1270","1270","22.435000000000002","21.26","23.21"
"50830","130","130","130","69.58500000000001","68.44","70.47","","","","","","","","","","","",""
"50840","1271","1271","1271","38.26","33.32","42.1","1271","1271","1271","46.58","45.81","47.65","1271","1271","1271","21.722499999999997","19.67","23.55"
"50858","431","431","431","59.699999999999996","53.96","62.82","431","431","431","61.785","57.42","65.98","431","431","431","53.815000000000005","46.56","59.44"
"50880","1272","1272","1272","38.4225","35.04","40.81","1272","1272","1272","46.295","45.86","47.09","1272","1272","1272","22.1725","20.25","23.2"
"50920","1273","1273","1273","38.6725","35.86","40.26","1273","1273","1273","47.040000000000006","46.33","47.65","1273","1273","1273","22.425","21.73","23.24"
"50960","767","260","1274","50.5425","35.77","65.11","767","260","1274","56.2275","46.18","65.99","767","260","1274","43.1275","20.47","65.5"
"50964","186","186","186","66.2275","65.48","66.73","186","186","186","68.71249999999999","68.38","69.2","186","186","186","67.4025","66.87","68.81"
"50976","432","432","432","59.815","53.53","62.82","432","432","432","62.86","60.19","65.5","432","432","432","54.595","48.43","59.32"
"51000","1275","1275","1275","38.5675","35.07","41.42","1275","1275","1275","46.337500000000006","44.09","48.61","1275","1275","1275","21.942500000000003","19.4","23.01"
"51040","1276","1276","1276","37.08","31.78","40.34","1276","1276","1276","46.2275","44.56","48.25","1276","1276","1276","22.155","20.91","23.68"
"51080","1277","1277","1277","39.2075","36.81","40.68","1277","1277","1277","46.28","45.06","47.1","1277","1277","1277","21.732499999999998","20.18","23.08"
"51094","433","433","433","59.56249999999999","53.61","62.69","433","433","433","62.964999999999996","59.65","65.58","433","433","433","54.61749999999999","49.33","59.16"
"51120","1278","1278","1278","38.8125","37.17","40.41","1278","1278","1278","44.5775","42.09","46.54","1278","1278","1278","21.825","19.86","23.18"
"51156","261","261","261","62.81","60.58","64.92","261","261","261","65.79499999999999","63.88","67.6","261","261","261","64.775","63.14","66.4"
"51160","1279","1279","1279","39.265","33.65","41.41","1279","1279","1279","46.145","45.4","46.87","1279","1279","1279","22.53","21.03","23.24"
"51200","1280","1280","1280","38.735","35.81","40.88","1280","1280","1280","46.5625","45.88","47.58","1280","1280","1280","22.54","21.79","23.45"
"51212","434","434","434","60.6225","56.22","63.07","434","434","434","63.635","63.19","64.69","434","434","434","55.765","50.7","59.2"
"51221","131","131","131","68.6825","67.76","69.09","","","","","","","","","","","",""
"51238","187","187","187","65.5925","64.84","66.84","187","187","187","68.38499999999999","67.83","68.94","187","187","187","68.3725","67.75","69.51"
"51240","1281","1281","1281","39.825","38.62","40.85","1281","1281","1281","44.5925","41.06","47.51","1281","1281","1281","22.815","21.9","24.13"
"51280","1282","1282","1282","39.435","36.81","41.45","1282","1282","1282","45.8125","44.62","47.32","1282","1282","1282","22.06","20.52","22.8"
"51320","1283","1283","1283","39.4075","35.57","42.81","1283","1283","1283","45.14","43.36","47.72","1283","1283","1283","22.025","20.91","23.55"
"51330","435","435","435","59.68","54.86","63.32","435","435","435","64.88","63.91","65.49","435","435","435","56.15","52.28","58.98"
"51352","262","262","262","62.934999999999995","61.66","65.35","262","262","262","65.4325","62.9","67.67","262","262","262","65.28999999999999","64.63","66.03"
"51360","1284","1284","1284","37.925000000000004","30.73","42.84","1284","1284","1284","42.96","39.74","46.44","1284","1284","1284","21.884999999999998","20.56","24.31"
"51400","1285","1285","1285","38.775","36.07","41.41","1285","1285","1285","42.287499999999994","37.11","45.14","1285","1285","1285","20.915","18.88","23.42"
"51440","1286","1286","1286","38","33.37","42.39","1286","1286","1286","44.400000000000006","42.12","47.1","1286","1286","1286","21.595","20.92","22.67"
"51448","436","436","436","58.8325","51.46","62.82","436","436","436","64.655","63.37","65.79","436","436","436","55.855000000000004","51.28","59.65"
"51480","1287","1287","1287","37.71","33.42","41.47","1287","1287","1287","45.58999999999999","44.58","46.66","1287","1287","1287","21.8125","19.78","23.17"
"51512","188","188","188","66.9425","66.77","67.06","188","188","188","67.5075","65.94","68.59","188","188","188","67.9375","67.34","68.72"
"51520","1288","1288","1288","37.919999999999995","34.32","40.13","1288","1288","1288","45.37","40.82","48.08","1288","1288","1288","21.0725","16.58","23.58"
"51548","263","263","263","63.9575","62.47","67.01","263","263","263","65.88","64.46","67.45","263","263","263","66.23500000000001","65.54","66.99"
"51560","1289","1289","1289","39.129999999999995","37.42","41.38","1289","1289","1289","44.714999999999996","41.09","47.75","1289","1289","1289","21.727500000000003","19.71","23.67"
"51566","437","437","437","56.4475","41.75","62.13","437","437","437","65.1275","64.82","65.57","437","437","437","56.342499999999994","53.3","59.73"
"51600","1290","1290","1290","39.8","37.36","40.96","1290","1290","1290","45.230000000000004","40.4","47.16","1290","1290","1290","22.927500000000002","21.98","24.52"
"51612","132","132","132","69.4175","68.47","70.08","","","","","","","","","","","",""
"51640","1291","1291","1291","37.9","32.76","41.45","1291","1291","1291","45.269999999999996","43.69","47.88","1291","1291","1291","20.4925","18.81","22.12"
"51680","1292","1292","1292","39.332499999999996","35.57","41.81","1292","1292","1292","45.245000000000005","43.22","46.8","1292","1292","1292","22.375","22.15","22.52"
"51684","438","438","438","55.395","43.99","62.02","438","438","438","65.18","64.53","65.83","438","438","438","56.8825","54.7","59.66"
"51720","1293","1293","1293","37.5775","36.52","39.86","1293","1293","1293","43.1125","39.02","46.22","1293","1293","1293","22.017500000000002","20.35","23.35"
"51744","264","264","264","64.34","62.44","67.54","264","264","264","65.89","64.1","67.47","264","264","264","65.9775","65.2","67.29"
"51760","1294","1294","1294","37.192499999999995","34.47","39.67","1294","1294","1294","43.379999999999995","40.48","46.44","1294","1294","1294","22.36","22.02","22.99"
"51786","189","189","189","66.41","65.91","66.9","189","189","189","69.11500000000001","68.87","69.47","189","189","189","68.1525","67.4","69.37"
"51800","1295","1295","1295","38.7225","36.35","40.16","1295","1295","1295","45.3825","43.03","47.52","1295","1295","1295","22.724999999999998","20.81","24.27"
"51802","439","439","439","57.105000000000004","46.98","61.64","439","439","439","65.1725","64.84","65.79","439","439","439","57.19","54.73","60.08"
"51840","1296","1296","1296","36.47","34.01","38.23","1296","1296","1296","43.839999999999996","41.22","47.54","1296","1296","1296","22.134999999999998","21.18","22.91"
"51880","1297","1297","1297","36.555","33.59","38.47","1297","1297","1297","44.63499999999999","39.62","47.55","1297","1297","1297","22.0325","21.3","22.54"
"51920","869","440","1298","48.506249999999994","37.74","62.01","869","440","1298","55.12","41.5","65.46","869","440","1298","40.05874999999999","21.59","60"
"51940","265","265","265","65.3775","64.13","68.26","265","265","265","66.5125","64.43","68.48","265","265","265","65.6875","64.92","66.79"
"51960","1299","1299","1299","38.54","37.78","40.37","1299","1299","1299","45.8125","43.57","48.53","1299","1299","1299","21.9925","21.29","22.36"
"52000","1300","1300","1300","39.03","37.36","41.57","1300","1300","1300","45.480000000000004","43.36","46.78","1300","1300","1300","22.487500000000004","21.7","22.96"
"52003","133","133","133","69.4975","68.91","70.42","","","","","","","","","","","",""
"52038","441","441","441","58.9025","53.27","61.03","441","441","441","63.654999999999994","63.01","64.85","441","441","441","58.1875","55.82","60.11"
"52040","1301","1301","1301","37.4575","34.71","39.92","1301","1301","1301","45.80500000000001","45.07","47.63","1301","1301","1301","22.577499999999997","21.34","23.68"
"52060","190","190","190","66.57499999999999","66.4","66.72","190","190","190","68.9425","68.38","69.77","190","190","190","68.4175","67.66","69.63"
"52080","1302","1302","1302","36.697500000000005","34.86","39.32","1302","1302","1302","46.557500000000005","45.7","47.44","1302","1302","1302","23.1475","22.81","23.53"
"52120","1303","1303","1303","38.75749999999999","36.08","40.26","1303","1303","1303","45.8375","44.15","47.19","1303","1303","1303","22.544999999999998","21.95","23.07"
"52136","266","266","266","65.13000000000001","63.54","68.14","266","266","266","66.775","65.48","67.87","266","266","266","66.4025","64.59","68.32"
"52156","442","442","442","59.419999999999995","56.37","60.92","442","442","442","63.08","58.08","65.4","442","442","442","58.2925","56.72","59.42"
"52160","1304","1304","1304","38.9025","35.43","40.43","1304","1304","1304","45.099999999999994","42.4","46.44","1304","1304","1304","22.0225","19.65","23.15"
"52200","1305","1305","1305","38.7025","33.76","40.75","1305","1305","1305","45.605","44.7","46.66","1305","1305","1305","22.6375","21.94","23.54"
"52240","1306","1306","1306","39.275000000000006","37.31","41.35","1306","1306","1306","45.260000000000005","42.17","46.64","1306","1306","1306","23.009999999999998","22.15","24.33"
"52274","443","443","443","59.927499999999995","56.09","62.43","443","443","443","62.3625","57.42","65.41","443","443","443","58.715","57.74","59.83"
"52280","1307","1307","1307","39.487500000000004","37.99","40.36","1307","1307","1307","45.62","42.56","46.69","1307","1307","1307","22.865","21.89","23.41"
"52320","1308","1308","1308","39.23","36.98","41.15","1308","1308","1308","47.03","45.8","47.91","1308","1308","1308","22.042500000000004","20.71","24.01"
"52332","267","267","267","66.08250000000001","64.68","68.75","267","267","267","66.6175","64.68","68.62","267","267","267","67.1625","65.78","69.14"
"52334","191","191","191","66.8475","66.15","67.33","191","191","191","68.4625","67.63","69.16","191","191","191","68.3675","67.19","68.97"
"52360","1309","1309","1309","37.2225","35.15","40.34","1309","1309","1309","46.4425","43.93","47.51","1309","1309","1309","22.595000000000002","20.85","23.59"
"52392","444","444","444","60.114999999999995","57.59","62.78","444","444","444","57.67999999999999","48.14","65.61","444","444","444","58.677499999999995","57.81","60.13"
"52394","134","134","134","69.88","69","70.47","","","","","","","","","","","",""
"52400","1310","1310","1310","39.115","35.26","41.33","1310","1310","1310","43.5925","32.96","47.34","1310","1310","1310","21.685000000000002","19.53","24.17"
"52440","1311","1311","1311","39.807500000000005","37.11","41.62","1311","1311","1311","46.477500000000006","43.45","48.13","1311","1311","1311","22.7575","21.51","23.65"
